Ano,Mês,País Importado,Produto,UF Importadora,Via,FOB (US$)
2020,11,Chile,Cobre e suas obras,Santa Catarina,MARITIMA,"117.659.673,00"
2020,12,Chile,Cobre e suas obras,Santa Catarina,MARITIMA,"110.780.210,00"
2020,10,Chile,Cobre e suas obras,Santa Catarina,MARITIMA,"90.122.338,00"
2020,9,Chile,Cobre e suas obras,Santa Catarina,MARITIMA,"80.998.037,00"
2020,2,Chile,Cobre e suas obras,Santa Catarina,MARITIMA,"75.752.678,00"
2020,1,Chile,Cobre e suas obras,Santa Catarina,MARITIMA,"65.374.644,00"
2020,3,Chile,Cobre e suas obras,Santa Catarina,MARITIMA,"62.694.868,00"
2020,4,Chile,Cobre e suas obras,Santa Catarina,MARITIMA,"49.739.269,00"
2020,8,Chile,Cobre e suas obras,Santa Catarina,MARITIMA,"48.774.496,00"
2020,9,Marrocos,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"48.138.108,00"
2020,7,China,Produtos químicos orgânicos,Paraná,MARITIMA,"47.896.488,00"
2020,4,Argentina,Cereais,Paraná,MARITIMA,"46.429.169,00"
2020,11,China,Produtos químicos orgânicos,Paraná,MARITIMA,"45.029.364,00"
2020,11,Rússia,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"43.780.785,00"
2020,8,China,Produtos químicos orgânicos,Paraná,MARITIMA,"41.263.677,00"
2020,8,Israel,Produtos diversos das indústrias químicas,Paraná,MARITIMA,"40.300.892,00"
2020,9,China,Produtos químicos orgânicos,Paraná,MARITIMA,"39.991.674,00"
2020,12,China,Plásticos e suas obras,Santa Catarina,MARITIMA,"38.975.162,00"
2020,11,Marrocos,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"38.398.436,00"
2020,7,China,Produtos diversos das indústrias químicas,Paraná,MARITIMA,"38.261.990,00"
2020,11,China,Plásticos e suas obras,Santa Catarina,MARITIMA,"36.838.176,00"
2020,11,China,Filamentos sintéticos ou artificiais,Santa Catarina,MARITIMA,"35.541.868,00"
2020,6,Rússia,Adubos (fertilizantes),Paraná,MARITIMA,"35.506.418,00"
2020,9,Rússia,Adubos (fertilizantes),Paraná,MARITIMA,"34.989.233,00"
2020,12,China,Filamentos sintéticos ou artificiais,Santa Catarina,MARITIMA,"34.737.441,00"
2020,7,Marrocos,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"34.084.754,00"
2020,10,China,Produtos químicos orgânicos,Paraná,MARITIMA,"34.077.377,00"
2020,12,Estados Unidos,Plásticos e suas obras,Santa Catarina,MARITIMA,"33.603.276,00"
2020,4,Argentina,Cereais,Rio Grande do Sul,MARITIMA,"33.353.686,00"
2020,1,China,Filamentos sintéticos ou artificiais,Santa Catarina,MARITIMA,"33.086.487,00"
2020,10,China,Filamentos sintéticos ou artificiais,Santa Catarina,MARITIMA,"32.568.191,00"
2020,11,Estados Unidos,Plásticos e suas obras,Santa Catarina,MARITIMA,"32.124.953,00"
2020,5,Argentina,Cereais,Rio Grande do Sul,MARITIMA,"31.703.260,00"
2020,7,Israel,Produtos diversos das indústrias químicas,Paraná,MARITIMA,"31.096.304,00"
2020,9,Arábia Saudita,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"30.780.548,00"
2020,11,Rússia,Adubos (fertilizantes),Paraná,MARITIMA,"30.505.425,00"
2020,10,China,Plásticos e suas obras,Santa Catarina,MARITIMA,"29.732.741,00"
2020,12,China,Produtos químicos orgânicos,Paraná,MARITIMA,"29.241.861,00"
2020,4,Marrocos,Adubos (fertilizantes),Paraná,MARITIMA,"28.454.368,00"
2020,8,China,Produtos diversos das indústrias químicas,Paraná,MARITIMA,"28.396.339,00"
2020,12,Paraguai,Cereais,Paraná,RODOVIARIA,"28.217.655,00"
2020,11,China,Produtos químicos orgânicos,Santa Catarina,MARITIMA,"27.472.707,00"
2020,3,Rússia,Adubos (fertilizantes),Paraná,MARITIMA,"27.282.692,00"
2020,9,Catar,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"27.272.600,00"
2020,11,Colômbia,Plásticos e suas obras,Santa Catarina,MARITIMA,"26.957.160,00"
2020,4,Marrocos,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"26.834.665,00"
2020,5,China,Produtos químicos orgânicos,Santa Catarina,MARITIMA,"26.687.521,00"
2020,9,Israel,Produtos diversos das indústrias químicas,Paraná,MARITIMA,"26.568.776,00"
2020,6,China,Produtos químicos orgânicos,Paraná,MARITIMA,"26.331.851,00"
2020,2,China,Filamentos sintéticos ou artificiais,Santa Catarina,MARITIMA,"25.601.179,00"
2020,1,China,Produtos químicos orgânicos,Paraná,MARITIMA,"25.567.021,00"
2020,2,Irã,Adubos (fertilizantes),Santa Catarina,MARITIMA,"25.540.415,00"
2020,9,China,Produtos diversos das indústrias químicas,Paraná,MARITIMA,"25.455.530,00"
2020,1,China,Plásticos e suas obras,Santa Catarina,MARITIMA,"25.128.989,00"
2020,12,Malásia,Borracha e suas obras,Santa Catarina,MARITIMA,"25.117.765,00"
2020,4,Rússia,Adubos (fertilizantes),Paraná,MARITIMA,"25.036.375,00"
2020,12,China,Produtos químicos orgânicos,Santa Catarina,MARITIMA,"24.991.943,00"
2020,5,Rússia,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"24.861.659,00"
2020,5,Rússia,Adubos (fertilizantes),Paraná,MARITIMA,"24.667.416,00"
2020,9,China,Plásticos e suas obras,Santa Catarina,MARITIMA,"24.631.199,00"
2020,7,Malásia,Borracha e suas obras,Santa Catarina,MARITIMA,"24.586.763,00"
2020,11,China,Produtos diversos das indústrias químicas,Paraná,MARITIMA,"24.539.138,00"
2020,11,Israel,Produtos diversos das indústrias químicas,Paraná,MARITIMA,"24.347.583,00"
2020,7,Chile,Cobre e suas obras,Santa Catarina,MARITIMA,"24.254.489,00"
2020,6,China,Produtos diversos das indústrias químicas,Paraná,MARITIMA,"24.248.496,00"
2020,7,Arábia Saudita,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"24.213.380,00"
2020,6,Chile,Cobre e suas obras,Santa Catarina,MARITIMA,"24.201.671,00"
2020,9,China,Filamentos sintéticos ou artificiais,Santa Catarina,MARITIMA,"24.181.710,00"
2020,10,Israel,Produtos diversos das indústrias químicas,Paraná,MARITIMA,"23.964.772,00"
2020,1,China,Produtos químicos orgânicos,Santa Catarina,MARITIMA,"23.905.586,00"
2020,6,Israel,Produtos diversos das indústrias químicas,Paraná,MARITIMA,"23.833.197,00"
2020,2,China,Plásticos e suas obras,Santa Catarina,MARITIMA,"23.485.060,00"
2020,8,Marrocos,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"23.060.529,00"
2020,10,Estados Unidos,Plásticos e suas obras,Santa Catarina,MARITIMA,"22.993.513,00"
2020,11,China,Borracha e suas obras,Santa Catarina,MARITIMA,"22.725.516,00"
2020,7,Irã,Adubos (fertilizantes),Santa Catarina,MARITIMA,"22.653.117,00"
2020,5,China,Produtos químicos orgânicos,Paraná,MARITIMA,"22.465.807,00"
2020,6,Marrocos,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"22.455.066,00"
2020,12,Omã,Adubos (fertilizantes),Santa Catarina,MARITIMA,"22.443.053,00"
2020,11,Irã,Adubos (fertilizantes),Santa Catarina,MARITIMA,"22.048.342,00"
2020,12,Colômbia,Plásticos e suas obras,Santa Catarina,MARITIMA,"21.693.161,00"
2020,7,Estados Unidos,Produtos diversos das indústrias químicas,Paraná,AEREA,"21.561.489,00"
2020,4,China,Produtos químicos orgânicos,Paraná,MARITIMA,"21.324.364,00"
2020,7,Rússia,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"21.095.851,00"
2020,12,Rússia,Adubos (fertilizantes),Paraná,MARITIMA,"21.084.280,00"
2020,1,Paraguai,Cereais,Paraná,RODOVIARIA,"21.001.205,00"
2020,4,Estados Unidos,Plásticos e suas obras,Santa Catarina,MARITIMA,"20.840.461,00"
2020,12,China,Borracha e suas obras,Santa Catarina,MARITIMA,"20.794.780,00"
2020,7,China,Produtos químicos orgânicos,Santa Catarina,MARITIMA,"20.663.031,00"
2020,10,Paraguai,Cereais,Paraná,RODOVIARIA,"20.173.742,00"
2020,8,Belarus,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"20.151.629,00"
2020,7,Belarus,Adubos (fertilizantes),Paraná,MARITIMA,"20.125.043,00"
2020,8,Rússia,Adubos (fertilizantes),Paraná,MARITIMA,"20.038.905,00"
2020,3,China,Plásticos e suas obras,Santa Catarina,MARITIMA,"20.012.949,00"
2020,9,China,Produtos químicos orgânicos,Santa Catarina,MARITIMA,"19.931.056,00"
2020,11,China,Adubos (fertilizantes),Paraná,MARITIMA,"19.844.686,00"
2020,10,Marrocos,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"19.770.248,00"
2020,3,China,Filamentos sintéticos ou artificiais,Santa Catarina,MARITIMA,"19.591.979,00"
2020,3,Estados Unidos,Plásticos e suas obras,Santa Catarina,MARITIMA,"19.549.220,00"
2020,5,China,Plásticos e suas obras,Santa Catarina,MARITIMA,"19.506.647,00"
2020,1,China,Borracha e suas obras,Santa Catarina,MARITIMA,"19.503.879,00"
2020,1,Estados Unidos,Plásticos e suas obras,Santa Catarina,MARITIMA,"19.296.995,00"
2020,2,China,Produtos químicos orgânicos,Santa Catarina,MARITIMA,"19.227.659,00"
2020,9,Colômbia,Plásticos e suas obras,Santa Catarina,MARITIMA,"19.120.777,00"
2020,5,Chile,Cobre e suas obras,Santa Catarina,MARITIMA,"19.086.290,00"
2020,8,China,Plásticos e suas obras,Santa Catarina,MARITIMA,"19.074.768,00"
2020,4,Arábia Saudita,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"19.050.295,00"
2020,3,Argentina,Plásticos e suas obras,Santa Catarina,MARITIMA,"19.011.726,00"
2020,9,Irã,Adubos (fertilizantes),Santa Catarina,MARITIMA,"18.955.720,00"
2020,3,China,Produtos químicos orgânicos,Santa Catarina,MARITIMA,"18.942.832,00"
2020,5,Belarus,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"18.891.602,00"
2020,10,Catar,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"18.755.948,00"
2020,9,Estados Unidos,Plásticos e suas obras,Santa Catarina,MARITIMA,"18.608.656,00"
2020,8,China,Filamentos sintéticos ou artificiais,Santa Catarina,MARITIMA,"18.478.822,00"
2020,12,México,Cobre e suas obras,Santa Catarina,MARITIMA,"18.344.374,00"
2020,4,China,Plásticos e suas obras,Santa Catarina,MARITIMA,"18.290.096,00"
2020,8,Estados Unidos,Produtos diversos das indústrias químicas,Paraná,AEREA,"18.232.377,00"
2020,4,China,Produtos químicos orgânicos,Santa Catarina,MARITIMA,"18.208.870,00"
2020,10,China,Produtos químicos orgânicos,Santa Catarina,MARITIMA,"18.101.080,00"
2020,3,China,Produtos químicos orgânicos,Paraná,MARITIMA,"18.076.130,00"
2020,11,Paraguai,Cereais,Paraná,RODOVIARIA,"18.068.911,00"
2020,8,Estados Unidos,Plásticos e suas obras,Santa Catarina,MARITIMA,"17.932.458,00"
2020,4,China,Filamentos sintéticos ou artificiais,Santa Catarina,MARITIMA,"17.800.241,00"
2020,7,Rússia,Adubos (fertilizantes),Paraná,MARITIMA,"17.797.815,00"
2020,9,Rússia,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"17.715.761,00"
2020,2,China,Produtos químicos orgânicos,Paraná,MARITIMA,"17.644.905,00"
2020,3,Marrocos,Adubos (fertilizantes),Paraná,MARITIMA,"17.623.280,00"
2020,5,China,Adubos (fertilizantes),Paraná,MARITIMA,"17.597.670,00"
2020,11,Malásia,Borracha e suas obras,Santa Catarina,MARITIMA,"17.438.588,00"
2020,9,Paraguai,Cereais,Paraná,RODOVIARIA,"17.430.829,00"
2020,11,Portugal,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,Santa Catarina,MARITIMA,"17.401.204,00"
2020,6,China,Produtos químicos orgânicos,Santa Catarina,MARITIMA,"17.265.084,00"
2020,4,Argentina,Plásticos e suas obras,Santa Catarina,MARITIMA,"17.220.953,00"
2020,3,Canadá,Adubos (fertilizantes),Paraná,MARITIMA,"17.158.930,00"
2020,10,Portugal,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,Santa Catarina,MARITIMA,"17.091.766,00"
2020,5,Estados Unidos,Plásticos e suas obras,Santa Catarina,MARITIMA,"17.076.634,00"
2020,10,China,Produtos diversos das indústrias químicas,Paraná,MARITIMA,"16.886.111,00"
2020,9,Argélia,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"16.849.285,00"
2020,11,Estados Unidos,Cereais,Rio Grande do Sul,MARITIMA,"16.823.794,00"
2020,10,Rússia,Adubos (fertilizantes),Paraná,MARITIMA,"16.805.586,00"
2020,2,Rússia,Adubos (fertilizantes),Paraná,MARITIMA,"16.776.824,00"
2020,2,Argentina,Plásticos e suas obras,Santa Catarina,MARITIMA,"16.713.491,00"
2020,2,Estados Unidos,Plásticos e suas obras,Santa Catarina,MARITIMA,"16.674.364,00"
2020,6,Belarus,Adubos (fertilizantes),Paraná,MARITIMA,"16.646.873,00"
2020,7,China,Plásticos e suas obras,Santa Catarina,MARITIMA,"16.561.019,00"
2020,7,Estados Unidos,Adubos (fertilizantes),Paraná,MARITIMA,"16.447.251,00"
2020,2,Argentina,Cereais,Rio Grande do Sul,MARITIMA,"16.438.800,00"
2020,10,Canadá,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"16.304.452,00"
2020,8,Arábia Saudita,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"16.164.960,00"
2020,7,Austrália,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,Paraná,MARITIMA,"16.120.018,00"
2020,7,China,Adubos (fertilizantes),Paraná,MARITIMA,"16.100.022,00"
2020,6,Catar,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"15.792.417,00"
2020,6,Marrocos,Adubos (fertilizantes),Paraná,MARITIMA,"15.686.319,00"
2020,8,China,Produtos químicos orgânicos,Santa Catarina,MARITIMA,"15.542.046,00"
2020,12,Peru,Cobre e suas obras,Santa Catarina,MARITIMA,"15.534.888,00"
2020,10,China,Adubos (fertilizantes),Paraná,MARITIMA,"15.523.282,00"
2020,11,China,Tecidos de malha,Santa Catarina,MARITIMA,"15.442.079,00"
2020,3,Marrocos,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"15.359.776,00"
2020,7,Canadá,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"15.315.936,00"
2020,2,China,Borracha e suas obras,Santa Catarina,MARITIMA,"15.293.637,00"
2020,3,Belarus,Adubos (fertilizantes),Paraná,MARITIMA,"15.278.325,00"
2020,1,Argentina,Plásticos e suas obras,Santa Catarina,MARITIMA,"15.008.184,00"
2020,7,China,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"14.990.602,00"
2020,8,Canadá,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"14.912.229,00"
2020,3,Arábia Saudita,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"14.840.089,00"
2020,8,Argentina,Plásticos e suas obras,Santa Catarina,MARITIMA,"14.661.816,00"
2020,1,China,Tecidos de malha,Santa Catarina,MARITIMA,"14.646.205,00"
2020,9,Malásia,Borracha e suas obras,Santa Catarina,MARITIMA,"14.632.421,00"
2020,11,Uruguai,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,Paraná,MARITIMA,"14.541.074,00"
2020,2,Colômbia,Plásticos e suas obras,Santa Catarina,MARITIMA,"14.477.798,00"
2020,7,Argentina,Cereais,Paraná,MARITIMA,"14.428.621,00"
2020,10,Colômbia,Plásticos e suas obras,Santa Catarina,MARITIMA,"14.426.285,00"
2020,10,Marrocos,Adubos (fertilizantes),Paraná,MARITIMA,"14.397.760,00"
2020,1,Israel,Produtos diversos das indústrias químicas,Paraná,MARITIMA,"14.394.694,00"
2020,7,Portugal,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,Santa Catarina,MARITIMA,"14.379.124,00"
2020,12,Portugal,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,Santa Catarina,MARITIMA,"14.327.152,00"
2020,5,Argentina,Cereais,Paraná,MARITIMA,"14.296.584,00"
2020,4,Israel,Produtos diversos das indústrias químicas,Paraná,MARITIMA,"14.219.348,00"
2020,2,Estados Unidos,Produtos químicos orgânicos,Rio Grande do Sul,MARITIMA,"14.172.759,00"
2020,12,Estados Unidos,Cereais,Rio Grande do Sul,MARITIMA,"14.008.910,00"
2020,10,Malásia,Borracha e suas obras,Santa Catarina,MARITIMA,"13.954.408,00"
2020,12,China,Tecidos de malha,Santa Catarina,MARITIMA,"13.919.561,00"
2020,5,China,Filamentos sintéticos ou artificiais,Santa Catarina,MARITIMA,"13.786.937,00"
2020,6,Estados Unidos,Plásticos e suas obras,Santa Catarina,MARITIMA,"13.614.929,00"
2020,5,China,Produtos diversos das indústrias químicas,Paraná,MARITIMA,"13.584.240,00"
2020,6,China,Plásticos e suas obras,Santa Catarina,MARITIMA,"13.502.038,00"
2020,7,China,Produtos farmacêuticos,Santa Catarina,AEREA,"13.316.341,00"
2020,5,Marrocos,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"13.314.162,00"
2020,2,China,Tecidos de malha,Santa Catarina,MARITIMA,"13.284.169,00"
2020,10,Arábia Saudita,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"13.228.154,00"
2020,9,Canadá,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"13.172.788,00"
2020,1,Rússia,Adubos (fertilizantes),Paraná,MARITIMA,"13.125.006,00"
2020,8,Colômbia,Plásticos e suas obras,Santa Catarina,MARITIMA,"13.107.518,00"
2020,4,Malásia,Borracha e suas obras,Santa Catarina,MARITIMA,"13.077.503,00"
2020,5,Argentina,Plásticos e suas obras,Santa Catarina,MARITIMA,"12.978.635,00"
2020,9,China,Borracha e suas obras,Santa Catarina,MARITIMA,"12.928.391,00"
2020,7,Estados Unidos,Plásticos e suas obras,Santa Catarina,MARITIMA,"12.923.781,00"
2020,9,Argentina,Plásticos e suas obras,Santa Catarina,MARITIMA,"12.883.836,00"
2020,11,Arábia Saudita,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"12.872.753,00"
2020,1,Alemanha,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"12.866.234,00"
2020,11,China,Plásticos e suas obras,Paraná,MARITIMA,"12.834.828,00"
2020,6,Argentina,Plásticos e suas obras,Santa Catarina,MARITIMA,"12.832.775,00"
2020,5,Malásia,Borracha e suas obras,Santa Catarina,MARITIMA,"12.817.821,00"
2020,12,Arábia Saudita,Plásticos e suas obras,Santa Catarina,MARITIMA,"12.816.100,00"
2020,12,Estados Unidos,Adubos (fertilizantes),Paraná,MARITIMA,"12.775.164,00"
2020,5,China,Borracha e suas obras,Santa Catarina,MARITIMA,"12.685.694,00"
2020,12,China,Produtos diversos das indústrias químicas,Paraná,MARITIMA,"12.662.384,00"
2020,6,Malásia,Borracha e suas obras,Santa Catarina,MARITIMA,"12.655.576,00"
2020,2,Paraguai,Cereais,Paraná,RODOVIARIA,"12.594.760,00"
2020,7,Arábia Saudita,Adubos (fertilizantes),Paraná,MARITIMA,"12.536.744,00"
2020,8,Malásia,Borracha e suas obras,Santa Catarina,MARITIMA,"12.510.611,00"
2020,5,Belarus,Adubos (fertilizantes),Paraná,MARITIMA,"12.489.465,00"
2020,12,Irã,Adubos (fertilizantes),Santa Catarina,MARITIMA,"12.422.557,00"
2020,9,Catar,Adubos (fertilizantes),Santa Catarina,MARITIMA,"12.402.139,00"
2020,9,Arábia Saudita,Adubos (fertilizantes),Paraná,MARITIMA,"12.348.670,00"
2020,3,Israel,Produtos diversos das indústrias químicas,Paraná,MARITIMA,"12.330.355,00"
2020,9,Paraguai,Cereais,Rio Grande do Sul,MARITIMA,"12.293.750,00"
2020,10,China,Borracha e suas obras,Santa Catarina,MARITIMA,"12.290.552,00"
2020,12,China,Adubos (fertilizantes),Paraná,MARITIMA,"12.289.223,00"
2020,5,Canadá,Adubos (fertilizantes),Paraná,MARITIMA,"12.223.166,00"
2020,11,Argentina,Plásticos e suas obras,Santa Catarina,MARITIMA,"12.174.908,00"
2020,12,Paraguai,Cereais,Santa Catarina,RODOVIARIA,"12.134.475,00"
2020,3,China,Tecidos de malha,Santa Catarina,MARITIMA,"12.131.240,00"
2020,12,Taiwan (Formosa),Plásticos e suas obras,Santa Catarina,MARITIMA,"12.126.747,00"
2020,12,Marrocos,Adubos (fertilizantes),Paraná,MARITIMA,"12.112.820,00"
2020,9,Estados Unidos,Produtos diversos das indústrias químicas,Paraná,AEREA,"12.073.138,00"
2020,12,Coreia do Sul,Plásticos e suas obras,Santa Catarina,MARITIMA,"12.060.396,00"
2020,3,Colômbia,Plásticos e suas obras,Santa Catarina,MARITIMA,"12.045.456,00"
2020,9,Canadá,Adubos (fertilizantes),Paraná,MARITIMA,"12.029.432,00"
2020,3,China,Borracha e suas obras,Santa Catarina,MARITIMA,"12.005.483,00"
2020,7,Catar,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"11.985.037,00"
2020,1,Argentina,Alumínio e suas obras,Santa Catarina,MARITIMA,"11.976.919,00"
2020,11,China,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,Santa Catarina,MARITIMA,"11.969.711,00"
2020,8,Marrocos,Adubos (fertilizantes),Paraná,MARITIMA,"11.891.426,00"
2020,11,China,Borracha e suas obras,Paraná,MARITIMA,"11.868.100,00"
2020,11,Taiwan (Formosa),Plásticos e suas obras,Santa Catarina,MARITIMA,"11.863.912,00"
2020,1,Colômbia,Plásticos e suas obras,Santa Catarina,MARITIMA,"11.853.136,00"
2020,10,Argentina,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,Paraná,MARITIMA,"11.837.577,00"
2020,11,Argentina,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,Paraná,MARITIMA,"11.833.136,00"
2020,10,Argentina,Plásticos e suas obras,Santa Catarina,MARITIMA,"11.700.882,00"
2020,5,Arábia Saudita,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"11.636.969,00"
2020,3,Portugal,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,Santa Catarina,MARITIMA,"11.618.471,00"
2020,7,Belarus,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"11.577.457,00"
2020,11,Belarus,Adubos (fertilizantes),Paraná,MARITIMA,"11.508.606,00"
2020,2,Coreia do Sul,Plásticos e suas obras,Santa Catarina,MARITIMA,"11.414.907,00"
2020,8,Portugal,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,Santa Catarina,MARITIMA,"11.397.949,00"
2020,10,Argentina,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,Paraná,MARITIMA,"11.361.413,00"
2020,3,Catar,Adubos (fertilizantes),Paraná,MARITIMA,"11.345.242,00"
2020,5,Israel,Produtos diversos das indústrias químicas,Paraná,MARITIMA,"11.316.515,00"
2020,6,Canadá,Adubos (fertilizantes),Paraná,MARITIMA,"11.306.888,00"
2020,10,Israel,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"11.290.223,00"
2020,11,Alemanha,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"11.257.368,00"
2020,1,Malásia,Borracha e suas obras,Santa Catarina,MARITIMA,"11.241.090,00"
2020,11,Israel,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"11.219.073,00"
2020,9,Portugal,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,Santa Catarina,MARITIMA,"11.216.917,00"
2020,7,China,Borracha e suas obras,Santa Catarina,MARITIMA,"11.210.828,00"
2020,6,China,Adubos (fertilizantes),Paraná,MARITIMA,"11.205.703,00"
2020,11,Catar,Adubos (fertilizantes),Santa Catarina,MARITIMA,"11.185.250,00"
2020,4,Catar,Adubos (fertilizantes),Paraná,MARITIMA,"11.161.483,00"
2020,11,Alemanha,Plásticos e suas obras,Santa Catarina,MARITIMA,"10.977.014,00"
2020,11,México,Cobre e suas obras,Santa Catarina,MARITIMA,"10.964.093,00"
2020,4,Estados Unidos,Adubos (fertilizantes),Paraná,MARITIMA,"10.939.973,00"
2020,3,China,Adubos (fertilizantes),Paraná,MARITIMA,"10.927.738,00"
2020,8,Argélia,Adubos (fertilizantes),Santa Catarina,MARITIMA,"10.884.966,00"
2020,3,Argentina,Alumínio e suas obras,Santa Catarina,MARITIMA,"10.876.624,00"
2020,1,Coreia do Sul,Plásticos e suas obras,Santa Catarina,MARITIMA,"10.834.706,00"
2020,8,Estados Unidos,Produtos químicos orgânicos,Paraná,MARITIMA,"10.789.902,00"
2020,12,Canadá,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"10.766.064,00"
2020,3,Estados Unidos,Produtos químicos orgânicos,Paraná,MARITIMA,"10.739.434,00"
2020,4,Portugal,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,Santa Catarina,MARITIMA,"10.728.930,00"
2020,1,Argentina,Cereais,Rio Grande do Sul,MARITIMA,"10.716.745,00"
2020,5,China,Alumínio e suas obras,Santa Catarina,MARITIMA,"10.664.210,00"
2020,11,China,Alumínio e suas obras,Santa Catarina,MARITIMA,"10.547.878,00"
2020,7,França,Produtos químicos orgânicos,Paraná,MARITIMA,"10.513.204,00"
2020,12,China,Plásticos e suas obras,Paraná,MARITIMA,"10.498.378,00"
2020,4,Arábia Saudita,Adubos (fertilizantes),Paraná,MARITIMA,"10.447.379,00"
2020,5,Estados Unidos,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"10.399.486,00"
2020,3,Israel,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"10.233.425,00"
2020,6,Rússia,Adubos (fertilizantes),Rio Grande do Sul,MARITIMA,"10.228.967,00"
2020,6,Estados Unidos,Adubos (fertilizantes),Paraná,MARITIMA,"10.225.520,00"
2020,7,Colômbia,Plásticos e suas obras,Santa Catarina,MARITIMA,"10.195.030,00"
2020,7,Uruguai,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,Paraná,MARITIMA,"10.162.682,00"
2020,3,Índia,Filamentos sintéticos ou artificiais,Santa Catarina,MARITIMA,"10.104.145,00"
2020,8,Paraguai,Cereais,Paraná,RODOVIARIA,"10.085.742,00"
2020,6,Catar,Adubos (fertilizantes),Santa Catarina,MARITIMA,"10.070.663,00"
2020,9,Estados Unidos,Produtos químicos orgânicos,Paraná,MARITIMA,"10.040.727,00"
2020,4,China,Produtos farmacêuticos,Santa Catarina,AEREA,"10.034.757,00"
2020,8,Argentina,Alumínio e suas obras,Santa Catarina,MARITIMA,"10.018.626,00"
2020,4,China,Adubos (fertilizantes),Paraná,MARITIMA,"9.943.909,00"
2020,3,Malásia,Borracha e suas obras,Santa Catarina,MARITIMA,"9.892.903,00"
2020,1,Dinamarca,Produtos farmacêuticos,Paraná,MARITIMA,"9.868.785,00"
2020,2,Malásia,Borracha e suas obras,Santa Catarina,MARITIMA,"9.850.872,00"
