Ano,Mês,País Importado,Produto,UF Importadora,Via,FOB (US$)
2020,7,Taiwan (Formosa),Produtos químicos orgânicos,Santa Catarina,MARITIMA,"41.389,00"
2020,3,Espanha,Borracha e suas obras,Santa Catarina,MARITIMA,"41.379,00"
2020,11,Grécia,Obras diversas de metais comuns,Santa Catarina,MARITIMA,"41.369,00"
2020,7,Hong Kong,Plásticos e suas obras,Rio Grande do Sul,MARITIMA,"41.345,00"
2020,5,Taiwan (Formosa),Vidro e suas obras,Santa Catarina,MARITIMA,"41.333,00"
2020,2,Bélgica,Obras diversas,Santa Catarina,AEREA,"41.332,00"
2020,5,Hong Kong,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,Rio Grande do Sul,MARITIMA,"41.327,00"
2020,12,Suíça,Produtos farmacêuticos,Paraná,AEREA,"41.317,00"
2020,5,Canadá,Níquel e suas obras,Santa Catarina,MARITIMA,"41.316,00"
2020,8,Singapura,Borracha e suas obras,Paraná,MARITIMA,"41.308,00"
2020,12,China,Produtos farmacêuticos,Santa Catarina,AEREA,"41.300,00"
2020,8,Chile,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,Rio Grande do Sul,RODOVIARIA,"41.298,00"
2020,10,Vietnã,Tecidos especiais; tecidos tufados; rendas; tapeçarias; passamanarias; bordados.,Santa Catarina,MARITIMA,"41.283,00"
2020,1,Hungria,Plásticos e suas obras,Paraná,MARITIMA,"41.277,00"
2020,9,Dinamarca,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,Paraná,MARITIMA,"41.269,00"
2020,7,Colômbia,Vidro e suas obras,Paraná,MARITIMA,"41.265,00"
2020,5,Alemanha,Produtos diversos das indústrias químicas,Santa Catarina,RODOVIARIA,"41.264,00"
2020,7,Estados Unidos,Preparações alimentícias diversas,Rio Grande do Sul,MARITIMA,"41.244,00"
2020,12,Hong Kong,Filamentos sintéticos ou artificiais,Santa Catarina,MARITIMA,"41.227,00"
2020,3,Argentina,Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais,Rio Grande do Sul,RODOVIARIA,"41.220,00"
2020,1,Áustria,Obras diversas de metais comuns,Rio Grande do Sul,MARITIMA,"41.197,00"
2020,8,França,Produtos diversos das indústrias químicas,Paraná,AEREA,"41.196,00"
2020,2,Uruguai,Obras diversas,Rio Grande do Sul,RODOVIARIA,"41.195,00"
2020,10,Itália,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,Paraná,MARITIMA,"41.193,00"
2020,12,Argentina,Produtos farmacêuticos,Santa Catarina,AEREA,"41.180,00"
2020,5,México,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,Santa Catarina,MARITIMA,"41.163,00"
2020,3,Argentina,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,Santa Catarina,MARITIMA,"41.161,00"
2020,4,Israel,Plásticos e suas obras,Paraná,AEREA,"41.159,00"
2020,12,Portugal,Açúcares e produtos de confeitaria,Santa Catarina,MARITIMA,"41.145,00"
2020,11,África do Sul,Frutas; cascas de frutos cítricos e de melões,Paraná,MARITIMA,"41.093,00"
2020,5,França,Cacau e suas preparações,Rio Grande do Sul,MARITIMA,"41.085,00"
2020,4,Israel,Alumínio e suas obras,Santa Catarina,MARITIMA,"41.085,00"
2020,11,Israel,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,Santa Catarina,AEREA,"41.064,00"
2020,9,China,Produtos cerâmicos,Rio Grande do Sul,MARITIMA,"41.051,00"
2020,3,Hong Kong,Plásticos e suas obras,Santa Catarina,AEREA,"41.009,00"
2020,5,Chile,Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais,Paraná,MARITIMA,"40.984,00"
2020,3,Hong Kong,Alumínio e suas obras,Rio Grande do Sul,MARITIMA,"40.983,00"
2020,1,Equador,Plásticos e suas obras,Paraná,MARITIMA,"40.954,00"
2020,1,Hong Kong,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,Paraná,MARITIMA,"40.942,00"
2020,8,Hungria,Plásticos e suas obras,Paraná,MARITIMA,"40.941,00"
2020,10,Chile,Plásticos e suas obras,Paraná,RODOVIARIA,"40.932,00"
2020,12,Países Baixos (Holanda),Tecidos especiais; tecidos tufados; rendas; tapeçarias; passamanarias; bordados.,Paraná,AEREA,"40.928,00"
2020,12,Alemanha,Cobre e suas obras,Rio Grande do Sul,MARITIMA,"40.914,00"
2020,1,Estados Unidos,Cobre e suas obras,Santa Catarina,AEREA,"40.899,00"
2020,10,Argentina,Produtos farmacêuticos,Rio Grande do Sul,RODOVIARIA,"40.892,00"
2020,1,China,Penas e penugem preparadas e suas obras; flores artificiais; obras de cabelo,Rio Grande do Sul,MARITIMA,"40.878,00"
2020,9,Suíça,Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais,Rio Grande do Sul,MARITIMA,"40.857,00"
2020,12,Hong Kong,Penas e penugem preparadas e suas obras; flores artificiais; obras de cabelo,Santa Catarina,MARITIMA,"40.854,00"
2020,1,Índia,Vidro e suas obras,Paraná,MARITIMA,"40.843,00"
2020,8,Alemanha,Alumínio e suas obras,Santa Catarina,MARITIMA,"40.836,00"
2020,2,França,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,Rio Grande do Sul,MARITIMA,"40.832,00"
2020,8,Canadá,Plásticos e suas obras,Paraná,MARITIMA,"40.809,00"
2020,9,Países Baixos (Holanda),Tecidos especiais; tecidos tufados; rendas; tapeçarias; passamanarias; bordados.,Rio Grande do Sul,MARITIMA,"40.793,00"
2020,10,Israel,Frutas; cascas de frutos cítricos e de melões,Santa Catarina,MARITIMA,"40.776,00"
2020,7,França,Produtos químicos orgânicos,Paraná,AEREA,"40.767,00"
2020,4,Alemanha,Obras diversas de metais comuns,Rio Grande do Sul,MARITIMA,"40.754,00"
2020,2,Itália,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,Paraná,MARITIMA,"40.750,00"
2020,11,Malásia,Filamentos sintéticos ou artificiais,Santa Catarina,MARITIMA,"40.736,00"
2020,1,Alemanha,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,Paraná,AEREA,"40.728,00"
2020,12,Taiwan (Formosa),Obras diversas de metais comuns,Santa Catarina,MARITIMA,"40.720,00"
2020,11,Itália,Obras diversas de metais comuns,Santa Catarina,AEREA,"40.710,00"
2020,8,Japão,Vidro e suas obras,Santa Catarina,MARITIMA,"40.690,00"
2020,3,Chile,Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais,Paraná,MARITIMA,"40.689,00"
2020,1,Japão,Produtos diversos das indústrias químicas,Paraná,MARITIMA,"40.683,00"
2020,8,China,Outras fibras têxteis vegetais; fios de papel e tecidos de fios de papel,Paraná,MARITIMA,"40.678,00"
2020,7,Japão,Borracha e suas obras,Rio Grande do Sul,AEREA,"40.675,00"
2020,12,Indonésia,Borracha e suas obras,Rio Grande do Sul,MARITIMA,"40.670,00"
2020,5,Estônia,Plásticos e suas obras,Paraná,MARITIMA,"40.670,00"
2020,5,Hong Kong,Plásticos e suas obras,Santa Catarina,AEREA,"40.635,00"
2020,3,França,Plásticos e suas obras,Santa Catarina,AEREA,"40.614,00"
2020,9,Países Baixos (Holanda),Alumínio e suas obras,Rio Grande do Sul,MARITIMA,"40.596,00"
2020,9,Alemanha,Obras diversas de metais comuns,Rio Grande do Sul,MARITIMA,"40.587,00"
2020,4,Alemanha,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,Rio Grande do Sul,MARITIMA,"40.565,00"
2020,2,Emirados Árabes Unidos,Vidro e suas obras,Santa Catarina,MARITIMA,"40.524,00"
2020,1,Turquia,Obras diversas de metais comuns,Santa Catarina,MARITIMA,"40.522,00"
2020,8,Índia,Tecidos especiais; tecidos tufados; rendas; tapeçarias; passamanarias; bordados.,Santa Catarina,MARITIMA,"40.520,00"
2020,7,Vietnã,Obras diversas,Santa Catarina,MARITIMA,"40.517,00"
2020,9,Israel,Armas e munições; suas partes e acessórios,Rio Grande do Sul,AEREA,"40.500,00"
2020,2,Taiwan (Formosa),Alumínio e suas obras,Rio Grande do Sul,MARITIMA,"40.494,00"
2020,9,Áustria,Borracha e suas obras,Santa Catarina,MARITIMA,"40.491,00"
2020,3,Finlândia,Plásticos e suas obras,Paraná,AEREA,"40.488,00"
2020,1,Estados Unidos,Níquel e suas obras,Santa Catarina,MARITIMA,"40.470,00"
2020,12,China,Obras diversas de metais comuns,Santa Catarina,AEREA,"40.461,00"
2020,10,Grécia,Tabaco e seus sucedâneos manufaturados,Rio Grande do Sul,MARITIMA,"40.456,00"
2020,8,Índia,Açúcares e produtos de confeitaria,Santa Catarina,MARITIMA,"40.436,00"
2020,12,Canadá,Produtos diversos das indústrias químicas,Santa Catarina,AEREA,"40.423,00"
2020,3,China,Artigos de relojoaria,Paraná,MARITIMA,"40.423,00"
2020,9,Índia,Produtos cerâmicos,Rio Grande do Sul,MARITIMA,"40.415,00"
2020,8,Estados Unidos,Tecidos especiais; tecidos tufados; rendas; tapeçarias; passamanarias; bordados.,Santa Catarina,MARITIMA,"40.412,00"
2020,1,Índia,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,Rio Grande do Sul,RODOVIARIA,"40.379,00"
2020,3,Malásia,Instrumentos musicais; suas partes e acessórios,Santa Catarina,MARITIMA,"40.375,00"
2020,11,Chile,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,Rio Grande do Sul,RODOVIARIA,"40.350,00"
2020,8,China,Algodão,Rio Grande do Sul,MARITIMA,"40.344,00"
2020,7,Alemanha,Alumínio e suas obras,Rio Grande do Sul,MARITIMA,"40.335,00"
2020,10,Tailândia,Plásticos e suas obras,Rio Grande do Sul,MARITIMA,"40.319,00"
2020,5,Espanha,Produtos diversos das indústrias químicas,Santa Catarina,MARITIMA,"40.240,00"
2020,12,México,Plásticos e suas obras,Rio Grande do Sul,AEREA,"40.237,00"
2020,2,Alemanha,Cobre e suas obras,Santa Catarina,MARITIMA,"40.235,00"
2020,9,China,Algodão,Rio Grande do Sul,MARITIMA,"40.225,00"
2020,8,China,Alumínio e suas obras,Paraná,AEREA,"40.222,00"
2020,3,Estados Unidos,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,Rio Grande do Sul,AEREA,"40.219,00"
2020,12,Alemanha,Obras diversas,Paraná,AEREA,"40.205,00"
2020,8,Hong Kong,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,Santa Catarina,MARITIMA,"40.143,00"
2020,11,Hungria,Obras diversas de metais comuns,Paraná,MARITIMA,"40.141,00"
2020,9,Tailândia,Cereais,Santa Catarina,MARITIMA,"40.140,00"
2020,11,China,Obras diversas de metais comuns,Paraná,AEREA,"40.131,00"
2020,2,Brasil,Plásticos e suas obras,Rio Grande do Sul,RODOVIARIA,"40.126,00"
2020,7,Itália,Obras diversas,Santa Catarina,MARITIMA,"40.121,00"
2020,8,Peru,Vidro e suas obras,Paraná,MARITIMA,"40.114,00"
2020,3,Bélgica,Filamentos sintéticos ou artificiais,Paraná,MARITIMA,"40.113,00"
2020,4,Israel,Produtos diversos das indústrias químicas,Paraná,AEREA,"40.100,00"
2020,11,Finlândia,Plásticos e suas obras,Paraná,MARITIMA,"40.096,00"
2020,12,Suécia,Plásticos e suas obras,Paraná,AEREA,"40.085,00"
2020,1,China,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,Paraná,AEREA,"40.069,00"
2020,11,Japão,Plásticos e suas obras,Paraná,AEREA,"40.069,00"
2020,10,Chile,Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais,Paraná,RODOVIARIA,"40.000,00"
2020,9,Chile,Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais,Paraná,RODOVIARIA,"40.000,00"
2020,7,Tunísia,Frutas; cascas de frutos cítricos e de melões,Paraná,MARITIMA,"39.953,00"
2020,2,Bélgica,Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais,Santa Catarina,AEREA,"39.932,00"
2020,12,Estados Unidos,Cobre e suas obras,Rio Grande do Sul,AEREA,"39.930,00"
2020,4,Uruguai,Obras diversas,Rio Grande do Sul,RODOVIARIA,"39.930,00"
2020,12,Colômbia,Plásticos e suas obras,Rio Grande do Sul,MARITIMA,"39.921,00"
2020,1,África do Sul,Produtos químicos orgânicos,Rio Grande do Sul,MARITIMA,"39.897,00"
2020,11,Reino Unido,Plásticos e suas obras,Paraná,AEREA,"39.896,00"
2020,3,França,Instrumentos musicais; suas partes e acessórios,Santa Catarina,MARITIMA,"39.896,00"
2020,3,Alemanha,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,Paraná,MARITIMA,"39.846,00"
2020,11,El Salvador,Plásticos e suas obras,Rio Grande do Sul,MARITIMA,"39.844,00"
2020,9,França,Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais,Paraná,MARITIMA,"39.840,00"
2020,7,Suíça,Artigos de relojoaria,Santa Catarina,AEREA,"39.839,00"
2020,3,Malásia,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,Rio Grande do Sul,MARITIMA,"39.816,00"
2020,4,Argentina,Produtos farmacêuticos,Rio Grande do Sul,AEREA,"39.808,00"
2020,8,Chile,Vidro e suas obras,Santa Catarina,RODOVIARIA,"39.806,00"
2020,7,Portugal,Frutas; cascas de frutos cítricos e de melões,Paraná,MARITIMA,"39.805,00"
2020,12,Malásia,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,Rio Grande do Sul,MARITIMA,"39.797,00"
2020,3,China,Frutas; cascas de frutos cítricos e de melões,Rio Grande do Sul,MARITIMA,"39.797,00"
2020,9,Coreia do Sul,Instrumentos musicais; suas partes e acessórios,Santa Catarina,MARITIMA,"39.797,00"
2020,5,Japão,Produtos para fotografia e cinematografia,Paraná,MARITIMA,"39.789,00"
2020,5,Reino Unido,Outros metais comuns; ceramais (cermets); obras dessas matérias,Paraná,MARITIMA,"39.784,00"
2020,10,Itália,Produtos químicos orgânicos,Rio Grande do Sul,MARITIMA,"39.775,00"
2020,12,Argentina,Obras diversas de metais comuns,Santa Catarina,RODOVIARIA,"39.775,00"
2020,7,Países Baixos (Holanda),Plásticos e suas obras,Rio Grande do Sul,AEREA,"39.772,00"
2020,9,Espanha,Borracha e suas obras,Santa Catarina,MARITIMA,"39.767,00"
2020,2,Itália,Produtos químicos orgânicos,Paraná,MARITIMA,"39.751,00"
2020,5,Coreia do Sul,Produtos para fotografia e cinematografia,Santa Catarina,MARITIMA,"39.746,00"
2020,4,Reino Unido,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,Rio Grande do Sul,MARITIMA,"39.743,00"
2020,3,Turquia,Plásticos e suas obras,Santa Catarina,AEREA,"39.709,00"
2020,12,Irã,Frutas; cascas de frutos cítricos e de melões,Paraná,MARITIMA,"39.705,00"
2020,12,Peru,Tecidos de malha,Santa Catarina,MARITIMA,"39.688,00"
2020,11,França,Alumínio e suas obras,Paraná,MARITIMA,"39.676,00"
2020,8,Alemanha,Outros metais comuns; ceramais (cermets); obras dessas matérias,Paraná,AEREA,"39.656,00"
2020,8,China,Frutas; cascas de frutos cítricos e de melões,Paraná,MARITIMA,"39.650,00"
2020,5,Colômbia,Produtos químicos orgânicos,Paraná,MARITIMA,"39.645,00"
2020,7,Itália,Preparações alimentícias diversas,Paraná,MARITIMA,"39.641,00"
2020,10,Haiti,Plásticos e suas obras,Rio Grande do Sul,MARITIMA,"39.637,00"
2020,9,Irlanda,Alumínio e suas obras,Rio Grande do Sul,MARITIMA,"39.631,00"
2020,1,Argentina,Cereais,Paraná,RODOVIARIA,"39.620,00"
2020,1,Rússia,Produtos diversos das indústrias químicas,Santa Catarina,MARITIMA,"39.618,00"
2020,12,Itália,Produtos químicos orgânicos,Paraná,AEREA,"39.617,00"
2020,10,França,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,Rio Grande do Sul,AEREA,"39.607,00"
2020,12,Estados Unidos,Alumínio e suas obras,Paraná,AEREA,"39.594,00"
2020,7,Turquia,Plásticos e suas obras,Paraná,MARITIMA,"39.594,00"
2020,6,Suécia,Produtos diversos das indústrias químicas,Santa Catarina,MARITIMA,"39.591,00"
2020,1,Países Baixos (Holanda),Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,Santa Catarina,MARITIMA,"39.583,00"
2020,4,Itália,Produtos farmacêuticos,Paraná,AEREA,"39.564,00"
2020,9,Finlândia,Produtos diversos das indústrias químicas,Santa Catarina,MARITIMA,"39.559,00"
2020,8,Singapura,Produtos diversos das indústrias químicas,Santa Catarina,MARITIMA,"39.553,00"
2020,4,Israel,Produtos químicos orgânicos,Santa Catarina,MARITIMA,"39.550,00"
2020,9,Coreia do Sul,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,Paraná,AEREA,"39.550,00"
2020,12,Brasil,Produtos químicos orgânicos,Santa Catarina,MARITIMA,"39.548,00"
2020,5,Turquia,Açúcares e produtos de confeitaria,Rio Grande do Sul,MARITIMA,"39.545,00"
2020,6,Estados Unidos,Preparações alimentícias diversas,Rio Grande do Sul,MARITIMA,"39.545,00"
2020,7,Suíça,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,Rio Grande do Sul,MARITIMA,"39.534,00"
2020,7,Japão,Produtos cerâmicos,Paraná,MARITIMA,"39.522,00"
2020,5,Bélgica,Produtos diversos das indústrias químicas,Rio Grande do Sul,MARITIMA,"39.501,00"
2020,8,Estados Unidos,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,Paraná,AEREA,"39.485,00"
2020,7,Polônia,Vidro e suas obras,Paraná,MARITIMA,"39.480,00"
2020,2,Itália,Tecidos de malha,Santa Catarina,MARITIMA,"39.480,00"
2020,5,Alemanha,Pastas de madeira ou de outras matérias fibrosas celulósicas; papel ou cartão para reciclar (desperdícios e aparas).,Santa Catarina,MARITIMA,"39.473,00"
2020,8,México,Algodão,Santa Catarina,MARITIMA,"39.467,00"
2020,8,França,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,Santa Catarina,MARITIMA,"39.459,00"
2020,6,Malásia,Vidro e suas obras,Santa Catarina,MARITIMA,"39.458,00"
2020,10,Croácia,Alumínio e suas obras,Rio Grande do Sul,MARITIMA,"39.451,00"
2020,11,Vietnã,Frutas; cascas de frutos cítricos e de melões,Santa Catarina,MARITIMA,"39.435,00"
2020,1,Austrália,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,Santa Catarina,MARITIMA,"39.432,00"
2020,7,Israel,Produtos químicos orgânicos,Santa Catarina,MARITIMA,"39.430,00"
2020,2,França,Borracha e suas obras,Rio Grande do Sul,MARITIMA,"39.417,00"
2020,7,Malásia,Vidro e suas obras,Santa Catarina,MARITIMA,"39.410,00"
2020,11,Polônia,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,Paraná,MARITIMA,"39.393,00"
2020,12,Coreia do Sul,Filamentos sintéticos ou artificiais,Paraná,MARITIMA,"39.366,00"
2020,8,Suíça,Produtos farmacêuticos,Paraná,AEREA,"39.350,00"
2020,10,Suíça,Plásticos e suas obras,Santa Catarina,AEREA,"39.328,00"
2020,2,Reino Unido,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,Rio Grande do Sul,MARITIMA,"39.317,00"
2020,5,Uruguai,Produtos químicos orgânicos,Rio Grande do Sul,RODOVIARIA,"39.308,00"
2020,11,Bélgica,Produtos farmacêuticos,Santa Catarina,AEREA,"39.299,00"
2020,11,Romênia,Vidro e suas obras,Paraná,MARITIMA,"39.295,00"
2020,8,Uruguai,Obras diversas,Rio Grande do Sul,RODOVIARIA,"39.294,00"
2020,12,Suécia,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,Santa Catarina,MARITIMA,"39.285,00"
2020,5,China,Artigos de relojoaria,Paraná,MARITIMA,"39.279,00"
2020,5,Itália,Cobre e suas obras,Rio Grande do Sul,MARITIMA,"39.273,00"
2020,1,China,Embarcações e estruturas flutuantes,Santa Catarina,MARITIMA,"39.258,00"
2020,3,Japão,Produtos químicos orgânicos,Rio Grande do Sul,MARITIMA,"39.226,00"
2020,10,Portugal,Produtos diversos das indústrias químicas,Paraná,MARITIMA,"39.215,00"
2020,10,Espanha,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,Santa Catarina,MARITIMA,"39.186,00"
2020,2,Estados Unidos,Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais,Paraná,AEREA,"39.178,00"
2020,9,Estados Unidos,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,Paraná,MARITIMA,"39.176,00"
2020,11,Itália,Armas e munições; suas partes e acessórios,Rio Grande do Sul,AEREA,"39.176,00"
2020,10,Espanha,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,Paraná,MARITIMA,"39.171,00"
2020,10,Peru,Vidro e suas obras,Paraná,MARITIMA,"39.151,00"
2020,4,Suécia,Cobre e suas obras,Paraná,MARITIMA,"39.141,00"
2020,7,Estados Unidos,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,Paraná,MARITIMA,"39.118,00"
2020,10,Suécia,Plásticos e suas obras,Paraná,AEREA,"39.107,00"
2020,1,Brasil,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,Rio Grande do Sul,MARITIMA,"39.069,00"
2020,6,Itália,Algodão,Santa Catarina,MARITIMA,"39.051,00"
2020,2,China,Plásticos e suas obras,Rio Grande do Sul,AEREA,"39.043,00"
2020,8,Suíça,Plásticos e suas obras,Santa Catarina,AEREA,"39.041,00"
2020,5,Países Baixos (Holanda),Tecidos especiais; tecidos tufados; rendas; tapeçarias; passamanarias; bordados.,Rio Grande do Sul,MARITIMA,"39.037,00"
2020,12,Uzbequistão,Frutas; cascas de frutos cítricos e de melões,Paraná,MARITIMA,"39.025,00"
2020,9,Polônia,Preparações alimentícias diversas,Paraná,AEREA,"39.021,00"
2020,2,França,Produtos químicos orgânicos,Paraná,AEREA,"38.999,00"
2020,7,Indonésia,Plásticos e suas obras,Rio Grande do Sul,MARITIMA,"38.979,00"
2020,3,Chile,Vidro e suas obras,Santa Catarina,RODOVIARIA,"38.976,00"
2020,12,Indonésia,Frutas; cascas de frutos cítricos e de melões,Paraná,MARITIMA,"38.969,00"
2020,10,Japão,Plásticos e suas obras,Santa Catarina,AEREA,"38.965,00"
2020,10,China,Preparações alimentícias diversas,Paraná,MARITIMA,"38.958,00"
2020,12,China,Níquel e suas obras,Rio Grande do Sul,MARITIMA,"38.938,00"
2020,10,Hong Kong,Obras diversas,Santa Catarina,MARITIMA,"38.912,00"
2020,6,Suíça,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,Paraná,MARITIMA,"38.901,00"
2020,9,Coreia do Sul,Obras diversas de metais comuns,Rio Grande do Sul,MARITIMA,"38.898,00"
2020,10,Alemanha,Obras diversas de metais comuns,Rio Grande do Sul,AEREA,"38.897,00"
2020,12,Portugal,Produtos cerâmicos,Santa Catarina,MARITIMA,"38.891,00"
2020,11,França,Obras diversas de metais comuns,Paraná,AEREA,"38.883,00"
2020,2,Japão,Obras diversas de metais comuns,Santa Catarina,MARITIMA,"38.881,00"
2020,1,Finlândia,Borracha e suas obras,Paraná,MARITIMA,"38.873,00"
2020,7,Suíça,Vidro e suas obras,Rio Grande do Sul,AEREA,"38.869,00"
2020,2,Países Baixos (Holanda),Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,Santa Catarina,MARITIMA,"38.867,00"
2020,12,Irlanda,Produtos químicos orgânicos,Santa Catarina,MARITIMA,"38.866,00"
2020,1,Turquia,Preparações alimentícias diversas,Santa Catarina,MARITIMA,"38.846,00"
2020,6,Brasil,Cobre e suas obras,Rio Grande do Sul,MEIOS PROPRIOS,"38.821,00"
2020,7,China,Zinco e suas obras,Paraná,MARITIMA,"38.806,00"
2020,1,Eslováquia,Borracha e suas obras,Santa Catarina,MARITIMA,"38.803,00"
2020,2,China,Zinco e suas obras,Santa Catarina,MARITIMA,"38.788,00"
2020,7,Hong Kong,Produtos farmacêuticos,Santa Catarina,AEREA,"38.775,00"
2020,5,Hong Kong,Vidro e suas obras,Santa Catarina,MARITIMA,"38.758,00"
2020,11,Estados Unidos,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,Paraná,MARITIMA,"38.756,00"
2020,3,Alemanha,Borracha e suas obras,Rio Grande do Sul,AEREA,"38.749,00"
2020,1,Vietnã,Obras de espartaria ou de cestaria,Rio Grande do Sul,MARITIMA,"38.740,00"
2020,7,Itália,Borracha e suas obras,Paraná,AEREA,"38.738,00"
2020,1,China,Obras diversas de metais comuns,Rio Grande do Sul,AEREA,"38.720,00"
2020,11,China,Zinco e suas obras,Paraná,MARITIMA,"38.716,00"
2020,6,Hong Kong,Cobre e suas obras,Paraná,MARITIMA,"38.707,00"
2020,11,Paquistão,Vidro e suas obras,Santa Catarina,MARITIMA,"38.697,00"
2020,11,Turquia,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,Paraná,MARITIMA,"38.696,00"
2020,8,Índia,Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais,Paraná,MARITIMA,"38.681,00"
2020,3,Reino Unido,Produtos diversos das indústrias químicas,Paraná,MARITIMA,"38.676,00"
2020,9,Índia,Obras diversas,Paraná,MARITIMA,"38.666,00"
2020,12,Espanha,Produtos cerâmicos,Paraná,MARITIMA,"38.665,00"
2020,2,Chile,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,Rio Grande do Sul,RODOVIARIA,"38.656,00"
2020,9,Índia,Penas e penugem preparadas e suas obras; flores artificiais; obras de cabelo,Paraná,AEREA,"38.650,00"
2020,11,Alemanha,Preparações alimentícias diversas,Rio Grande do Sul,MARITIMA,"38.648,00"
2020,12,Estados Unidos,Frutas; cascas de frutos cítricos e de melões,Rio Grande do Sul,MARITIMA,"38.643,00"
2020,3,Áustria,Borracha e suas obras,Santa Catarina,MARITIMA,"38.641,00"
2020,10,Coreia do Sul,Vidro e suas obras,Paraná,MARITIMA,"38.641,00"
2020,7,Arábia Saudita,Borracha e suas obras,Paraná,MARITIMA,"38.641,00"
2020,4,Espanha,Plásticos e suas obras,Paraná,AEREA,"38.639,00"
2020,2,Estados Unidos,Obras diversas de metais comuns,Paraná,MARITIMA,"38.627,00"
2020,1,Indonésia,Frutas; cascas de frutos cítricos e de melões,Santa Catarina,MARITIMA,"38.626,00"
2020,4,Países Baixos (Holanda),Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,Santa Catarina,MARITIMA,"38.625,00"
